UNITID,MajorFieldsID,MajorFieldsDesc,GrandTotal,TotalMen,TotalWomen,AmericanIndianAlaskaNativeTotal,AmericanIndianAlaskaNativeMen,AmericanIndianAlaskaNativeWomen,AsianTotal,AsianMen,AsianWomen,AfricanAmericanTotal,AfricanAmericanMen,AfricanAmericanWomen,HispanicTotal,HispanicMen,HispanicWomen,PacificIslanderTotal,PacificIslanderMen,PacificIslanderWomen,WhiteTotal,WhiteMen,WhiteWomen,TwoOrMoreRacesTotal,TwoOrMoreRacesMen,TwoOrMoreRacesWomen,RaceUnknownTotal,RaceUnknownMen,RaceUnknownWomen,NonresidentAlienTotal,NonresidentAlienMen,NonresidentAlienWomen
157216,52,Business Management and Administrative Services,293,201,92,2,2,0,0,0,0,37,34,3,6,4,2,0,0,0,167,112,55,6,6,0,75,43,32,0,0,0
157270,14,Engineering,86,79,7,0,0,0,1,1,0,13,11,2,5,4,1,0,0,0,55,51,4,7,7,0,5,5,0,0,0,0
157289,13,Education,1249,491,758,4,3,1,14,6,8,171,75,96,75,46,29,0,0,0,940,342,598,39,14,25,4,4,0,2,1,1
157289,14,Engineering,2045,1629,416,2,2,0,118,97,21,82,55,27,70,56,14,0,0,0,1644,1324,320,84,58,26,4,4,0,41,33,8
157289,26,Biological Sciences/LifeSciences,937,386,551,1,0,1,87,43,44,80,23,57,51,20,31,0,0,0,670,282,388,39,15,24,1,0,1,8,3,5
157289,27,Mathematics,122,86,36,0,0,0,7,7,0,13,6,7,4,1,3,0,0,0,91,68,23,6,3,3,0,0,0,1,1,0
157289,40,Physical Sciences,338,202,136,0,0,0,25,19,6,30,12,18,14,7,7,0,0,0,243,151,92,22,10,12,0,0,0,4,3,1
157289,52,Business Management and Administrative Services,1707,1075,632,0,0,0,70,40,30,112,63,49,64,40,24,1,1,0,1348,864,484,62,39,23,0,0,0,50,28,22
157377,13,Education,160,22,138,0,0,0,0,0,0,11,2,9,1,0,1,0,0,0,145,20,125,2,0,2,1,0,1,0,0,0
157377,26,Biological Sciences/LifeSciences,39,2,37,0,0,0,0,0,0,5,1,4,5,0,5,0,0,0,26,1,25,1,0,1,0,0,0,2,0,2
157377,27,Mathematics,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
157377,52,Business Management and Administrative Services,189,63,126,0,0,0,1,0,1,21,5,16,12,2,10,0,0,0,124,42,82,2,1,1,16,3,13,13,10,3
157386,13,Education,653,102,551,0,0,0,2,1,1,21,6,15,8,4,4,0,0,0,608,90,518,7,0,7,6,0,6,1,1,0
157386,26,Biological Sciences/LifeSciences,528,196,332,3,2,1,3,1,2,9,4,5,6,0,6,0,0,0,487,178,309,14,7,7,6,4,2,0,0,0
157386,27,Mathematics,85,43,42,0,0,0,3,1,2,2,1,1,2,0,2,0,0,0,74,39,35,3,2,1,0,0,0,1,0,1
157386,40,Physical Sciences,227,163,64,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,215,155,60,4,3,1,2,1,1,2,2,0
157386,52,Business Management and Administrative Services,834,441,393,1,0,1,6,4,2,24,14,10,17,10,7,1,0,1,688,339,349,16,4,12,11,8,3,70,62,8
157401,13,Education,667,100,567,1,0,1,2,0,2,40,9,31,19,4,15,0,0,0,569,78,491,18,4,14,17,5,12,1,0,1
157401,14,Engineering,140,124,16,1,1,0,1,1,0,5,4,1,2,2,0,0,0,0,116,105,11,3,2,1,7,5,2,5,4,1
157401,26,Biological Sciences/LifeSciences,281,118,163,1,1,0,7,6,1,14,2,12,7,1,6,0,0,0,215,99,116,15,5,10,6,1,5,16,3,13
157401,27,Mathematics,59,28,31,0,0,0,1,1,0,2,2,0,3,1,2,0,0,0,48,23,25,1,0,1,1,1,0,3,0,3
157401,40,Physical Sciences,172,86,86,2,1,1,4,3,1,6,2,4,0,0,0,1,0,1,143,71,72,3,1,2,5,2,3,8,6,2
157401,52,Business Management and Administrative Services,816,421,395,1,1,0,10,3,7,68,38,30,10,6,4,0,0,0,633,322,311,16,7,9,16,8,8,62,36,26
157447,13,Education,842,192,650,4,0,4,5,1,4,56,12,44,20,3,17,0,0,0,735,167,568,16,6,10,4,1,3,2,2,0
157447,26,Biological Sciences/LifeSciences,453,151,302,2,1,1,9,3,6,29,8,21,21,6,15,0,0,0,370,123,247,4,2,2,5,2,3,13,6,7
157447,27,Mathematics,98,56,42,2,1,1,1,0,1,3,3,0,3,1,2,0,0,0,85,48,37,2,1,1,0,0,0,2,2,0
157447,40,Physical Sciences,258,157,101,0,0,0,6,5,1,13,4,9,10,6,4,0,0,0,215,134,81,8,5,3,0,0,0,6,3,3
157447,52,Business Management and Administrative Services,2139,1229,910,5,4,1,21,6,15,138,71,67,65,33,32,1,1,0,1757,1006,751,42,25,17,11,7,4,99,76,23
157465,52,Business Management and Administrative Services,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157535,13,Education,126,36,90,0,0,0,0,0,0,6,5,1,1,0,1,0,0,0,119,31,88,0,0,0,0,0,0,0,0,0
157535,26,Biological Sciences/LifeSciences,219,102,117,1,1,0,1,0,1,9,6,3,2,1,1,0,0,0,202,94,108,0,0,0,0,0,0,4,0,4
157535,27,Mathematics,19,15,4,0,0,0,1,1,0,2,2,0,2,1,1,0,0,0,14,11,3,0,0,0,0,0,0,0,0,0
157535,40,Physical Sciences,30,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,13,0,0,0,0,0,0,0,0,0
157535,52,Business Management and Administrative Services,218,171,47,0,0,0,1,0,1,38,37,1,8,7,1,1,1,0,155,114,41,0,0,0,0,0,0,15,12,3
157599,52,Business Management and Administrative Services,54,23,31,2,0,2,0,0,0,31,16,15,1,0,1,0,0,0,19,7,12,0,0,0,1,0,1,0,0,0
157748,13,Education,62,8,54,0,0,0,4,0,4,1,1,0,4,1,3,0,0,0,52,6,46,0,0,0,1,0,1,0,0,0
157748,52,Business Management and Administrative Services,72,51,21,2,2,0,2,1,1,4,4,0,5,4,1,0,0,0,57,39,18,0,0,0,2,1,1,0,0,0
157757,13,Education,63,18,45,0,0,0,0,0,0,14,5,9,4,1,3,0,0,0,43,10,33,1,1,0,1,1,0,0,0,0
157757,52,Business Management and Administrative Services,194,100,94,0,0,0,2,1,1,51,19,32,10,7,3,1,1,0,120,66,54,4,2,2,3,1,2,3,3,0
157793,13,Education,16,0,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,1,0,1,5,0,5,0,0,0
157793,52,Business Management and Administrative Services,1106,397,709,8,2,6,10,7,3,187,61,126,1,1,0,5,1,4,564,198,366,121,32,89,205,91,114,5,4,1
157809,13,Education,117,37,80,0,0,0,1,0,1,3,1,2,4,1,3,0,0,0,101,29,72,5,4,1,3,2,1,0,0,0
157809,26,Biological Sciences/LifeSciences,153,70,83,0,0,0,3,1,2,5,3,2,2,1,1,0,0,0,136,62,74,6,2,4,1,1,0,0,0,0
157809,27,Mathematics,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,1,0,1,0,0,0
157809,40,Physical Sciences,39,28,11,0,0,0,0,0,0,2,2,0,1,1,0,1,0,1,34,24,10,0,0,0,1,1,0,0,0,0
157809,52,Business Management and Administrative Services,455,289,166,0,0,0,2,1,1,41,30,11,8,5,3,1,1,0,305,196,109,14,10,4,77,41,36,7,5,2
157818,13,Education,18,2,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,2,14,0,0,0,1,0,1,0,0,0
157818,26,Biological Sciences/LifeSciences,93,32,61,0,0,0,5,2,3,2,1,1,5,1,4,0,0,0,73,24,49,5,2,3,3,2,1,0,0,0
157818,27,Mathematics,23,13,10,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,17,12,5,0,0,0,4,0,4,0,0,0
157818,40,Physical Sciences,27,16,11,0,0,0,1,0,1,1,1,0,3,2,1,0,0,0,19,11,8,1,0,1,2,2,0,0,0,0
157818,52,Business Management and Administrative Services,112,66,46,0,0,0,1,1,0,2,0,2,2,2,0,0,0,0,85,54,31,5,1,4,17,8,9,0,0,0
157863,13,Education,106,46,60,0,0,0,0,0,0,10,9,1,4,2,2,0,0,0,84,28,56,3,2,1,1,1,0,4,4,0
157863,26,Biological Sciences/LifeSciences,59,22,37,1,1,0,0,0,0,6,4,2,1,0,1,0,0,0,43,14,29,6,2,4,0,0,0,2,1,1
157863,27,Mathematics,12,7,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0
157863,52,Business Management and Administrative Services,141,97,44,1,0,1,1,1,0,22,19,3,5,4,1,1,0,1,78,47,31,0,0,0,3,3,0,30,23,7
157951,13,Education,1171,180,991,2,0,2,7,2,5,101,31,70,25,2,23,2,1,1,996,139,857,25,4,21,10,1,9,3,0,3
157951,14,Engineering,674,611,63,0,0,0,8,8,0,15,13,2,14,12,2,0,0,0,448,396,52,13,12,1,5,5,0,171,165,6
157951,26,Biological Sciences/LifeSciences,709,286,423,1,0,1,25,12,13,40,15,25,25,4,21,0,0,0,567,234,333,17,4,13,3,2,1,31,15,16
157951,27,Mathematics,118,50,68,0,0,0,2,0,2,7,5,2,3,1,2,0,0,0,97,40,57,2,0,2,2,0,2,5,4,1
157951,40,Physical Sciences,285,164,121,1,0,1,6,5,1,17,8,9,6,5,1,0,0,0,238,134,104,4,2,2,1,1,0,12,9,3
157951,52,Business Management and Administrative Services,2366,1336,1030,1,0,1,39,18,21,162,98,64,83,46,37,5,2,3,1772,957,815,61,36,25,16,8,8,227,171,56
158477,26,Biological Sciences/LifeSciences,64,22,42,1,0,1,7,0,7,7,2,5,3,0,3,1,1,0,37,17,20,7,2,5,0,0,0,1,0,1
158477,27,Mathematics,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,0,0,0,0,0,0,0
158477,40,Physical Sciences,11,6,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0
158477,52,Business Management and Administrative Services,47,27,20,1,0,1,1,0,1,8,4,4,4,3,1,0,0,0,30,19,11,3,1,2,0,0,0,0,0,0
158802,26,Biological Sciences/LifeSciences,184,22,162,0,0,0,0,0,0,167,19,148,0,0,0,1,0,1,0,0,0,1,0,1,15,3,12,0,0,0
158802,27,Mathematics,16,8,8,0,0,0,0,0,0,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158802,40,Physical Sciences,65,29,36,0,0,0,0,0,0,57,24,33,0,0,0,0,0,0,3,1,2,0,0,0,5,4,1,0,0,0
158802,52,Business Management and Administrative Services,158,69,89,1,1,0,0,0,0,149,62,87,0,0,0,0,0,0,2,1,1,0,0,0,6,5,1,0,0,0
159009,13,Education,369,171,198,0,0,0,0,0,0,353,164,189,5,4,1,0,0,0,4,3,1,3,0,3,1,0,1,3,0,3
159009,26,Biological Sciences/LifeSciences,361,84,277,0,0,0,0,0,0,331,81,250,4,1,3,0,0,0,1,0,1,3,0,3,9,0,9,13,2,11
159009,27,Mathematics,15,4,11,0,0,0,0,0,0,13,4,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
159009,40,Physical Sciences,47,13,34,0,0,0,0,0,0,44,13,31,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
159009,52,Business Management and Administrative Services,586,328,258,1,1,0,0,0,0,480,260,220,7,4,3,0,0,0,4,0,4,8,2,6,4,1,3,82,60,22
159382,13,Education,143,12,131,7,0,7,1,0,1,12,2,10,4,1,3,0,0,0,115,9,106,4,0,4,0,0,0,0,0,0
159382,26,Biological Sciences/LifeSciences,194,73,121,13,7,6,4,0,4,29,11,18,5,2,3,0,0,0,133,51,82,5,0,5,1,0,1,4,2,2
159382,27,Mathematics,27,13,14,1,1,0,1,0,1,2,1,1,1,0,1,0,0,0,19,8,11,1,1,0,0,0,0,2,2,0
159382,52,Business Management and Administrative Services,348,214,134,17,13,4,7,2,5,75,32,43,12,7,5,0,0,0,173,122,51,11,1,10,7,3,4,46,34,12
159391,13,Education,2026,464,1562,10,2,8,59,23,36,275,63,212,89,20,69,2,0,2,1528,345,1183,39,4,35,11,2,9,13,5,8
159391,14,Engineering,5031,3848,1183,9,7,2,301,227,74,421,278,143,330,248,82,4,3,1,3590,2780,810,91,65,26,27,23,4,258,217,41
159391,26,Biological Sciences/LifeSciences,2268,857,1411,7,3,4,221,96,125,257,63,194,169,68,101,3,1,2,1543,610,933,50,12,38,5,2,3,13,2,11
159391,27,Mathematics,154,79,75,0,0,0,7,1,6,9,3,6,7,6,1,0,0,0,119,61,58,7,4,3,2,2,0,3,2,1
159391,40,Physical Sciences,445,266,179,2,1,1,13,9,4,44,17,27,28,12,16,1,1,0,338,209,129,8,7,1,2,2,0,9,8,1
159391,52,Business Management and Administrative Services,4659,2771,1888,16,5,11,130,68,62,448,194,254,267,160,107,6,3,3,3621,2249,1372,72,41,31,23,10,13,76,41,35
159416,13,Education,238,44,194,1,0,1,4,0,4,30,5,25,9,1,8,0,0,0,165,33,132,7,1,6,21,3,18,1,1,0
159416,26,Biological Sciences/LifeSciences,271,81,190,2,0,2,16,5,11,46,10,36,22,8,14,1,0,1,137,43,94,16,6,10,26,8,18,5,1,4
159416,27,Mathematics,22,19,3,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,16,14,2,1,1,0,1,1,0,1,1,0
159416,40,Physical Sciences,66,30,36,0,0,0,3,2,1,13,1,12,1,1,0,0,0,0,29,21,8,12,2,10,4,2,2,4,1,3
159416,52,Business Management and Administrative Services,467,216,251,3,1,2,6,3,3,103,26,77,15,8,7,0,0,0,276,147,129,14,8,6,35,17,18,15,6,9
159568,13,Education,101,48,53,0,0,0,0,0,0,29,21,8,1,0,1,0,0,0,69,26,43,2,1,1,0,0,0,0,0,0
159568,26,Biological Sciences/LifeSciences,48,21,27,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,34,13,21,2,0,2,0,0,0,4,4,0
159568,27,Mathematics,13,9,4,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,7,4,3,0,0,0,1,1,0,0,0,0
159568,40,Physical Sciences,16,9,7,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,1,1,0
159568,52,Business Management and Administrative Services,108,81,27,0,0,0,0,0,0,37,31,6,5,5,0,0,0,0,57,40,17,1,0,1,0,0,0,8,5,3
159647,13,Education,637,161,476,1,0,1,5,2,3,62,17,45,9,1,8,0,0,0,432,102,330,10,1,9,118,38,80,0,0,0
159647,14,Engineering,1925,1534,391,7,5,2,30,24,6,210,162,48,90,69,21,0,0,0,1319,1065,254,46,36,10,139,114,25,84,59,25
159647,26,Biological Sciences/LifeSciences,523,208,315,2,0,2,11,6,5,84,25,59,18,7,11,0,0,0,354,149,205,21,11,10,28,8,20,5,2,3
159647,27,Mathematics,96,52,44,0,0,0,0,0,0,12,4,8,6,4,2,0,0,0,72,42,30,0,0,0,6,2,4,0,0,0
159647,40,Physical Sciences,112,74,38,1,0,1,2,2,0,16,8,8,4,2,2,0,0,0,74,54,20,4,0,4,11,8,3,0,0,0
159647,52,Business Management and Administrative Services,1130,733,397,3,3,0,18,14,4,167,96,71,35,25,10,2,1,1,762,510,252,35,20,15,76,49,27,32,15,17
159656,13,Education,33,20,13,0,0,0,2,1,1,4,4,0,2,0,2,0,0,0,21,13,8,1,0,1,3,2,1,0,0,0
159656,26,Biological Sciences/LifeSciences,166,59,107,0,0,0,10,4,6,22,5,17,39,14,25,0,0,0,79,33,46,7,2,5,4,0,4,5,1,4
159656,27,Mathematics,16,5,11,1,0,1,2,1,1,4,1,3,3,2,1,0,0,0,5,1,4,0,0,0,0,0,0,1,0,1
159656,40,Physical Sciences,61,29,32,1,1,0,3,1,2,11,4,7,9,4,5,0,0,0,31,17,14,2,1,1,4,1,3,0,0,0
159656,52,Business Management and Administrative Services,404,234,170,0,0,0,13,6,7,66,27,39,71,44,27,0,0,0,201,120,81,9,5,4,9,8,1,35,24,11
159717,13,Education,430,60,370,2,0,2,2,0,2,51,10,41,5,1,4,0,0,0,361,47,314,7,0,7,0,0,0,2,2,0
159717,14,Engineering,726,575,151,3,3,0,12,7,5,59,46,13,25,22,3,0,0,0,424,322,102,19,13,6,0,0,0,184,162,22
159717,26,Biological Sciences/LifeSciences,294,101,193,0,0,0,11,6,5,47,12,35,12,0,12,0,0,0,196,76,120,15,2,13,0,0,0,13,5,8
159717,27,Mathematics,48,18,30,0,0,0,1,1,0,2,0,2,2,2,0,0,0,0,39,11,28,0,0,0,0,0,0,4,4,0
159717,40,Physical Sciences,94,38,56,0,0,0,5,2,3,18,4,14,1,1,0,0,0,0,58,27,31,6,1,5,0,0,0,6,3,3
159717,52,Business Management and Administrative Services,920,510,410,1,1,0,19,9,10,157,78,79,21,8,13,1,1,0,598,325,273,25,14,11,0,0,0,98,74,24
159939,13,Education,238,41,197,1,0,1,7,2,5,33,7,26,31,1,30,0,0,0,158,31,127,4,0,4,3,0,3,1,0,1
159939,14,Engineering,768,652,116,1,1,0,66,58,8,54,39,15,77,60,17,0,0,0,431,372,59,27,22,5,11,9,2,101,91,10
159939,26,Biological Sciences/LifeSciences,680,212,468,1,0,1,127,52,75,100,21,79,90,21,69,1,1,0,288,93,195,40,12,28,11,2,9,22,10,12
159939,27,Mathematics,40,25,15,0,0,0,5,3,2,3,1,2,6,6,0,0,0,0,19,12,7,6,3,3,0,0,0,1,0,1
159939,40,Physical Sciences,219,105,114,0,0,0,20,12,8,27,15,12,27,16,11,0,0,0,118,54,64,11,1,10,5,2,3,11,5,6
159939,52,Business Management and Administrative Services,1427,706,721,4,0,4,130,58,72,245,103,142,179,95,84,1,1,0,752,379,373,44,25,19,18,7,11,54,38,16
159966,13,Education,442,50,392,7,1,6,3,0,3,42,8,34,8,1,7,0,0,0,362,37,325,14,3,11,2,0,2,4,0,4
159966,26,Biological Sciences/LifeSciences,466,164,302,7,3,4,10,3,7,95,24,71,27,9,18,0,0,0,302,118,184,19,5,14,2,2,0,4,0,4
159966,27,Mathematics,59,38,21,1,0,1,1,0,1,11,8,3,3,2,1,0,0,0,38,25,13,1,0,1,0,0,0,4,3,1
159966,40,Physical Sciences,58,25,33,2,2,0,1,1,0,8,2,6,1,0,1,0,0,0,41,16,25,2,1,1,0,0,0,3,3,0
159966,52,Business Management and Administrative Services,1109,583,526,19,10,9,15,9,6,196,95,101,41,22,19,1,1,0,773,413,360,30,10,20,6,5,1,28,18,10
159993,13,Education,398,34,364,1,0,1,4,0,4,63,6,57,7,3,4,0,0,0,309,24,285,7,1,6,5,0,5,2,0,2
159993,26,Biological Sciences/LifeSciences,457,168,289,1,0,1,26,12,14,101,26,75,13,5,8,1,1,0,264,107,157,11,3,8,12,3,9,28,11,17
159993,27,Mathematics,48,27,21,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,27,10,17,1,0,1,0,0,0,17,16,1
159993,40,Physical Sciences,35,22,13,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,25,15,10,0,0,0,2,1,1,2,1,1
159993,52,Business Management and Administrative Services,1011,582,429,2,0,2,13,9,4,197,100,97,18,14,4,0,0,0,693,410,283,23,13,10,25,13,12,40,23,17
160038,13,Education,630,183,447,10,3,7,6,3,3,116,37,79,54,18,36,2,2,0,401,108,293,23,6,17,8,1,7,10,5,5
160038,26,Biological Sciences/LifeSciences,506,137,369,6,2,4,2,0,2,175,32,143,40,8,32,1,0,1,262,89,173,15,6,9,3,0,3,2,0,2
160038,27,Mathematics,21,8,13,0,0,0,0,0,0,6,2,4,2,2,0,0,0,0,13,4,9,0,0,0,0,0,0,0,0,0
160038,40,Physical Sciences,7,3,4,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
160038,52,Business Management and Administrative Services,922,350,572,18,8,10,3,2,1,282,102,180,51,21,30,0,0,0,493,188,305,38,15,23,19,9,10,18,5,13
160065,13,Education,88,15,73,0,0,0,1,1,0,7,2,5,1,0,1,0,0,0,32,3,29,0,0,0,47,9,38,0,0,0
160065,26,Biological Sciences/LifeSciences,11,1,10,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,6,1,5,0,0,0,1,0,1,0,0,0
160065,52,Business Management and Administrative Services,64,15,49,0,0,0,3,0,3,15,2,13,2,0,2,0,0,0,19,7,12,0,0,0,25,6,19,0,0,0
160074,26,Biological Sciences/LifeSciences,62,20,42,1,0,1,9,5,4,13,4,9,4,1,3,0,0,0,35,10,25,0,0,0,0,0,0,0,0,0
160612,13,Education,1652,417,1235,5,1,4,6,0,6,306,81,225,102,19,83,2,1,1,1138,288,850,75,18,57,12,6,6,6,3,3
160612,26,Biological Sciences/LifeSciences,781,204,577,4,3,1,10,2,8,149,24,125,68,16,52,0,0,0,486,140,346,49,12,37,12,5,7,3,2,1
160612,27,Mathematics,57,26,31,1,0,1,0,0,0,2,0,2,8,2,6,0,0,0,42,21,21,1,0,1,0,0,0,3,3,0
160612,40,Physical Sciences,161,89,72,0,0,0,2,1,1,15,7,8,12,6,6,0,0,0,111,65,46,10,5,5,0,0,0,11,5,6
160612,52,Business Management and Administrative Services,1708,878,830,3,2,1,17,12,5,276,124,152,164,82,82,1,0,1,1087,574,513,109,60,49,13,6,7,38,18,20
160621,13,Education,138,18,120,0,0,0,0,0,0,133,18,115,0,0,0,0,0,0,3,0,3,1,0,1,0,0,0,1,0,1
160621,14,Engineering,421,336,85,2,2,0,3,2,1,398,317,81,4,4,0,0,0,0,10,9,1,2,1,1,2,1,1,0,0,0
160621,26,Biological Sciences/LifeSciences,285,72,213,1,1,0,0,0,0,264,65,199,3,1,2,0,0,0,5,3,2,8,2,6,4,0,4,0,0,0
160621,27,Mathematics,59,36,23,0,0,0,0,0,0,52,30,22,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,1
160621,40,Physical Sciences,59,22,37,0,0,0,0,0,0,54,20,34,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,1,1,0
160621,52,Business Management and Administrative Services,632,311,321,1,1,0,3,2,1,587,286,301,6,5,1,0,0,0,12,5,7,17,9,8,2,1,1,4,2,2
160630,13,Education,178,28,150,0,0,0,0,0,0,144,24,120,0,0,0,0,0,0,8,0,8,1,0,1,24,4,20,1,0,1
160630,26,Biological Sciences/LifeSciences,205,39,166,1,0,1,1,0,1,166,33,133,0,0,0,0,0,0,1,0,1,0,0,0,33,6,27,3,0,3
160630,27,Mathematics,53,24,29,0,0,0,0,0,0,44,21,23,0,0,0,0,0,0,1,1,0,0,0,0,7,2,5,1,0,1
160630,52,Business Management and Administrative Services,275,125,150,1,1,0,0,0,0,239,105,134,0,0,0,0,0,0,1,1,0,0,0,0,29,13,16,5,5,0
160658,13,Education,1811,507,1304,2,2,0,19,5,14,390,140,250,80,26,54,0,0,0,1190,290,900,32,14,18,84,25,59,14,5,9
160658,14,Engineering,2169,1783,386,0,0,0,70,54,16,229,191,38,102,84,18,0,0,0,1436,1189,247,24,19,5,154,124,30,154,122,32
160658,26,Biological Sciences/LifeSciences,890,257,633,0,0,0,37,14,23,199,40,159,50,16,34,0,0,0,517,158,359,17,5,12,67,23,44,3,1,2
160658,27,Mathematics,70,39,31,0,0,0,2,1,1,8,3,5,3,1,2,0,0,0,52,31,21,1,1,0,1,0,1,3,2,1
160658,40,Physical Sciences,194,122,72,1,1,0,3,1,2,22,6,16,9,5,4,0,0,0,141,99,42,4,2,2,9,5,4,5,3,2
160658,52,Business Management and Administrative Services,2040,1013,1027,0,0,0,38,14,24,379,165,214,98,59,39,0,0,0,1338,688,650,22,9,13,124,55,69,41,23,18
160755,13,Education,45,4,41,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,42,3,39,1,0,1,0,0,0,0,0,0
160755,14,Engineering,351,202,149,1,1,0,22,10,12,24,13,11,16,10,6,0,0,0,253,144,109,12,6,6,3,3,0,20,15,5
160755,26,Biological Sciences/LifeSciences,778,259,519,1,0,1,73,22,51,37,14,23,57,16,41,0,0,0,538,183,355,29,8,21,12,4,8,31,12,19
160755,27,Mathematics,68,33,35,0,0,0,2,1,1,2,1,1,4,2,2,0,0,0,40,20,20,8,2,6,2,2,0,10,5,5
160755,40,Physical Sciences,87,43,44,0,0,0,6,2,4,6,2,4,6,2,4,0,0,0,62,33,29,3,1,2,1,1,0,3,2,1
160755,52,Business Management and Administrative Services,1974,1132,842,0,0,0,58,30,28,66,37,29,88,42,46,2,2,0,1516,890,626,46,27,19,39,25,14,159,79,80
160904,13,Education,33,9,24,0,0,0,1,0,1,26,8,18,0,0,0,0,0,0,0,0,0,5,1,4,1,0,1,0,0,0
160904,26,Biological Sciences/LifeSciences,878,198,680,2,2,0,81,31,50,703,139,564,25,9,16,3,1,2,13,4,9,36,7,29,5,2,3,10,3,7
160904,27,Mathematics,17,8,9,0,0,0,1,0,1,12,6,6,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0
160904,40,Physical Sciences,557,176,381,0,0,0,77,41,36,388,104,284,21,12,9,0,0,0,39,8,31,13,4,9,5,3,2,14,4,10
160904,52,Business Management and Administrative Services,123,62,61,0,0,0,1,0,1,104,50,54,3,2,1,0,0,0,1,1,0,4,2,2,0,0,0,10,7,3
160940,13,Education,57,2,55,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,50,2,48,1,0,1,3,0,3,0,0,0
160940,52,Business Management and Administrative Services,141,46,95,1,0,1,1,1,0,7,3,4,6,2,4,0,0,0,117,36,81,1,0,1,8,4,4,0,0,0
160977,14,Engineering,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0
160977,26,Biological Sciences/LifeSciences,135,51,84,0,0,0,14,8,6,9,1,8,10,2,8,0,0,0,87,36,51,8,2,6,0,0,0,7,2,5
160977,27,Mathematics,68,45,23,0,0,0,1,0,1,4,4,0,4,4,0,0,0,0,37,23,14,2,2,0,1,1,0,19,11,8
160977,40,Physical Sciences,66,45,21,0,0,0,0,0,0,2,2,0,5,2,3,0,0,0,46,34,12,0,0,0,0,0,0,13,7,6
161004,13,Education,11,3,8,1,0,1,2,1,1,1,0,1,3,1,2,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
161004,26,Biological Sciences/LifeSciences,152,69,83,1,0,1,13,8,5,5,4,1,19,10,9,0,0,0,101,42,59,10,4,6,0,0,0,3,1,2
161004,27,Mathematics,78,49,29,0,0,0,3,0,3,1,0,1,7,4,3,0,0,0,51,33,18,5,4,1,1,1,0,10,7,3
161004,40,Physical Sciences,88,51,37,0,0,0,9,4,5,1,1,0,8,5,3,0,0,0,61,34,27,6,5,1,1,0,1,2,2,0
161086,13,Education,33,5,28,1,0,1,2,0,2,2,1,1,8,2,6,0,0,0,16,1,15,2,0,2,0,0,0,2,1,1
161086,26,Biological Sciences/LifeSciences,172,64,108,0,0,0,17,9,8,11,1,10,8,4,4,0,0,0,103,31,72,5,4,1,12,7,5,16,8,8
161086,27,Mathematics,96,59,37,0,0,0,6,5,1,1,0,1,1,1,0,0,0,0,45,27,18,6,3,3,2,2,0,35,21,14
161086,40,Physical Sciences,107,58,49,2,1,1,8,4,4,2,0,2,4,3,1,0,0,0,58,35,23,2,1,1,2,2,0,29,12,17
161217,13,Education,26,6,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,5,17,1,0,1,2,1,1,0,0,0
161217,26,Biological Sciences/LifeSciences,88,27,61,1,0,1,1,0,1,2,1,1,1,0,1,0,0,0,78,24,54,2,0,2,3,2,1,0,0,0
